Hotel id,City,Stars,Room id,Price,Room Type,Details,Rating,Pricing Policy
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_002,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_003,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_004,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_005,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_006,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_007,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_008,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_009,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_010,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_011,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_012,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_013,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_014,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_015,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_016,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_017,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_018,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_019,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_020,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Boutique Hotel H10 Montcada,Barcelona,4,BA_0005_021,143,Single,"Ciutat Vella, Barcelona - 0.8 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_000,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_001,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_002,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_003,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_004,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_005,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_006,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_007,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_008,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_009,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_010,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_011,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_012,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_013,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_014,136,Double,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_015,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_016,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_017,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_018,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_019,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_020,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_021,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_022,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_023,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Europark,Barcelona,3,BA_0006_024,168,Triple,"Eixample, Barcelona - 1 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_000,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_001,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_002,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_003,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_004,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_005,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_006,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_007,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_008,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_009,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_010,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_011,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_012,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_013,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_014,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_015,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_016,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_017,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_018,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_019,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_020,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_021,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_022,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_023,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_024,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_025,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
Hotel Rec Barcelona - Adults Only,Barcelona,3,BA_0007_026,139,Double,"Ciutat Vella, Barcelona - 0.9 km - Metro access - Beach nearby",9,fairplay
